4 5
66 76 2124
66 77 2125
67 75 2123
67 76 2124
68 74 2125
68 75 2123
69 73 2124
69 74 2125
70 72 2123
70 73 2124
71 72 2125
1 43 2200
1 44 2222
2 42 2223
2 43 2221
3 41 2222
3 42 2223
4 40 2221
4 41 2222
5 39 2223
5 40 2221
6 38 2222
6 39 2223
7 37 2221
7 38 2222
8 36 2223
8 37 2221
9 35 2222
9 36 2223
10 34 2221
10 35 2222
11 33 2223
11 34 2221
12 32 2222
12 33 2223
13 31 2221
13 32 2222
14 30 2223
14 31 2221
15 29 2222
15 30 2223
16 28 2221
16 29 2222
17 27 2223
17 28 2221
18 26 2222
18 27 2223
19 25 2221
19 26 2222
20 24 2223
20 25 2221
21 23 2222
21 24 2223
22 23 2221
44 100 2222
45 99 2223
45 100 2221
46 98 2222
46 99 2223
47 97 2221
47 98 2222
48 96 2223
48 97 2221
49 95 2222
49 96 2223
50 94 2221
50 95 2222
51 93 2223
51 94 2221
52 92 2222
52 93 2223
53 91 2221
53 92 2222
54 90 2223
54 91 2221
55 89 2222
55 90 2223
56 88 2221
56 89 2222
57 87 2223
57 88 2221
58 86 2222
58 87 2223
59 85 2221
59 86 2222
60 84 2223
60 85 2221
61 83 2222
61 84 2223
62 82 2221
62 83 2222
63 81 2223
63 82 2221
64 80 2222
64 81 2223
65 79 2221
65 80 2222
66 78 2223
66 79 2221
67 77 2222
67 78 2223
68 76 2221
68 77 2222
69 75 2223
69 76 2221
70 74 2222
70 75 2223
71 73 2221
71 74 2222
72 73 2223
1 45 2300
1 46 2320
2 44 2321
2 45 2319
3 43 2320
3 44 2321
4 42 2319
4 43 2320
5 41 2321
5 42 2319
6 40 2320
6 41 2321
7 39 2319
7 40 2320
8 38 2321
8 39 2319
9 37 2320
9 38 2321
10 36 2319
10 37 2320
11 35 2321
11 36 2319
12 34 2320
12 35 2321
13 33 2319
13 34 2320
14 32 2321
14 33 2319
15 31 2320
15 32 2321
16 30 2319
16 31 2320
17 29 2321
17 30 2319
18 28 2320
18 29 2321
19 27 2319
19 28 2320
20 26 2321
20 27 2319
21 25 2320
21 26 2321
22 24 2319
22 25 2320
23 24 2321
46 100 2319
47 99 2320
47 100 2321
48 98 2319
48 99 2320
49 97 2321
49 98 2319
50 96 2320
50 97 2321
51 95 2319
51 96 2320
52 94 2321
52 95 2319
53 93 2320
53 94 2321
54 92 2319
54 93 2320
55 91 2321
55 92 2319
56 90 2320
56 91 2321
57 89 2319
57 90 2320
58 88 2321
58 89 2319
59 87 2320
59 88 2321
60 86 2319
60 87 2320
61 85 2321
61 86 2319
62 84 2320
62 85 2321
63 83 2319
63 84 2320
64 82 2321
64 83 2319
65 81 2320
65 82 2321
66 80 2319
66 81 2320
67 79 2321
67 80 2319
68 78 2320
68 79 2321
69 77 2319
69 78 2320
70 76 2321
70 77 2319
71 75 2320
71 76 2321
72 74 2319
72 75 2320
73 74 2321
1 47 2400
1 48 2418
2 46 2419
2 47 2417
3 45 2418
3 46 2419
4 44 2417
4 45 2418
5 43 2419
5 44 2417
6 42 2418
6 43 2419
7 41 2417
7 42 2418
8 40 2419
8 41 2417
9 39 2418
9 40 2419
10 38 2417
10 39 2418
11 37 2419
11 38 2417
12 36 2418
12 37 2419
13 35 2417
13 36 2418
14 34 2419
14 35 2417
15 33 2418
15 34 2419
16 32 2417
16 33 2418
17 31 2419
17 32 2417
18 30 2418
18 31 2419
19 29 2417
19 30 2418
20 28 2419
20 29 2417
21 27 2418
21 28 2419
22 26 2417
22 27 2418
23 25 2419
23 26 2417
24 25 2418
48 100 2419
49 99 2417
49 100 2418
50 98 2419
50 99 2417
51 97 2418
51 98 2419
52 96 2417
52 97 2418
53 95 2419
53 96 2417
54 94 2418
54 95 2419
55 93 2417
55 94 2418
56 92 2419
56 93 2417
57 91 2418
57 92 2419
58 90 2417
58 91 2418
59 89 2419
59 90 2417
60 88 2418
60 89 2419
61 87 2417
61 88 2418
62 86 2419
62 87 2417
63 85 2418
63 86 2419
64 84 2417
64 85 2418
65 83 2419
65 84 2417
66 82 2418
66 83 2419
67 81 2417
67 82 2418
68 80 2419
68 81 2417
69 79 2418
69 80 2419
70 78 2417
70 79 2418
71 77 2419
71 78 2417
72 76 2418
72 77 2419
73 75 2417
73 76 2418
74 75 2419
1 49 2500
1 50 2516
2 48 2517
2 49 2515
3 47 2516
3 48 2517
4 46 2515
4 47 2516
5 45 2517
5 46 2515
6 44 2516
6 45 2517
7 43 2515
7 44 2516
8 42 2517
8 43 2515
9 41 2516
9 42 2517
10 40 2515
10 41 2516
11 39 2517
11 40 2515
12 38 2516
12 39 2517
13 37 2515
13 38 2516
14 36 2517
14 37 2515
15 35 2516
15 36 2517
16 34 2515
16 35 2516
17 33 2517
17 34 2515
18 32 2516
18 33 2517
19 31 2515
19 32 2516
20 30 2517
20 31 2515
21 29 2516
21 30 2517
22 28 2515
22 29 2516
23 27 2517
23 28 2515
24 26 2516
24 27 2517
25 26 2515
50 100 2516
51 99 2517
51 100 2515
52 98 2516
52 99 2517
53 97 2515
53 98 2516
54 96 2517
54 97 2515
55 95 2516
55 96 2517
56 94 2515
56 95 2516
57 93 2517
57 94 2515
58 92 2516
58 93 2517
59 91 2515
59 92 2516
60 90 2517
60 91 2515
61 89 2516
61 90 2517
62 88 2515
62 89 2516
63 87 2517
63 88 2515
64 86 2516
64 87 2517
65 85 2515
65 86 2516
66 84 2517
66 85 2515
67 83 2516
67 84 2517
68 82 2515
68 83 2516
69 81 2517
69 82 2515
70 80 2516
70 81 2517
71 79 2515
71 80 2516
72 78 2517
72 79 2515
73 77 2516
73 78 2517
74 76 2515
74 77 2516
75 76 2517
1 51 2600
1 52 2614
2 50 2615
2 51 2613
3 49 2614
3 50 2615
4 48 2613
4 49 2614
5 47 2615
5 48 2613
6 46 2614
6 47 2615
7 45 2613
7 46 2614
8 44 2615
8 45 2613
9 43 2614
9 44 2615
10 42 2613
10 43 2614
11 41 2615
11 42 2613
12 40 2614
12 41 2615
13 39 2613
13 40 2614
14 38 2615
14 39 2613
15 37 2614
15 38 2615
16 36 2613
16 37 2614
17 35 2615
17 36 2613
18 34 2614
18 35 2615
19 33 2613
19 34 2614
20 32 2615
20 33 2613
21 31 2614
21 32 2615
22 30 2613
22 31 2614
23 29 2615
23 30 2613
24 28 2614
24 29 2615
25 27 2613
25 28 2614
26 27 2615
52 100 2613
53 99 2614
53 100 2615
54 98 2613
54 99 2614
55 97 2615
55 98 2613
56 96 2614
56 97 2615
57 95 2613
57 96 2614
58 94 2615
58 95 2613
59 93 2614
59 94 2615
60 92 2613
60 93 2614
61 91 2615
61 92 2613
62 90 2614
62 91 2615
63 89 2613
63 90 2614
64 88 2615
64 89 2613
65 87 2614
65 88 2615
66 86 2613
66 87 2614
67 85 2615
67 86 2613
68 84 2614
68 85 2615
69 83 2613
69 84 2614
70 82 2615
70 83 2613
71 81 2614
71 82 2615
72 80 2613
72 81 2614
73 79 2615
73 80 2613
74 78 2614
74 79 2615
75 77 2613
75 78 2614
76 77 2615
1 53 2700
1 54 2712
2 52 2713
2 53 2711
3 51 2712
3 52 2713
4 50 2711
4 51 2712
5 49 2713
5 50 2711
6 48 2712
6 49 2713
7 47 2711
7 48 2712
8 46 2713
8 47 2711
9 45 2712
9 46 2713
10 44 2711
10 45 2712
11 43 2713
11 44 2711
12 42 2712
12 43 2713
13 41 2711
13 42 2712
14 40 2713
14 41 2711
15 39 2712
15 40 2713
16 38 2711
16 39 2712
17 37 2713
17 38 2711
18 36 2712
18 37 2713
19 35 2711
19 36 2712
20 34 2713
20 35 2711
21 33 2712
21 34 2713
22 32 2711
22 33 2712
23 31 2713
23 32 2711
24 30 2712
24 31 2713
25 29 2711
25 30 2712
26 28 2713
26 29 2711
27 28 2712
54 100 2713
55 99 2711
55 100 2712
56 98 2713
56 99 2711
57 97 2712
57 98 2713
58 96 2711
58 97 2712
59 95 2713
59 96 2711
60 94 2712
60 95 2713
61 93 2711
61 94 2712
62 92 2713
62 93 2711
63 91 2712
63 92 2713
64 90 2711
64 91 2712
65 89 2713
65 90 2711
66 88 2712
66 89 2713
67 87 2711
67 88 2712
68 86 2713
68 87 2711
69 85 2712
69 86 2713
70 84 2711
70 85 2712
71 83 2713
71 84 2711
72 82 2712
72 83 2713
73 81 2711
73 82 2712
74 80 2713
74 81 2711
75 79 2712
75 80 2713
76 78 2711
76 79 2712
77 78 2713
1 55 2800
1 56 2810
2 54 2811
2 55 2809
3 53 2810
3 54 2811
4 52 2809
4 53 2810
5 51 2811
5 52 2809
6 50 2810
6 51 2811
7 49 2809
7 50 2810
8 48 2811
8 49 2809
9 47 2810
9 48 2811
10 46 2809
10 47 2810
11 45 2811
11 46 2809
12 44 2810
12 45 2811
13 43 2809
13 44 2810
14 42 2811
14 43 2809
15 41 2810
15 42 2811
16 40 2809
16 41 2810
17 39 2811
17 40 2809
18 38 2810
18 39 2811
19 37 2809
19 38 2810
20 36 2811
20 37 2809
21 35 2810
21 36 2811
22 34 2809
22 35 2810
23 33 2811
23 34 2809
24 32 2810
24 33 2811
25 31 2809
25 32 2810
26 30 2811
26 31 2809
27 29 2810
27 30 2811
28 29 2809
56 100 2810
57 99 2811
57 100 2809
58 98 2810
58 99 2811
59 97 2809
59 98 2810
60 96 2811
60 97 2809
61 95 2810
61 96 2811
62 94 2809
62 95 2810
63 93 2811
63 94 2809
64 92 2810
64 93 2811
65 91 2809
65 92 2810
66 90 2811
66 91 2809
67 89 2810
67 90 2811
68 88 2809
68 89 2810
69 87 2811
69 88 2809
70 86 2810
70 87 2811
71 85 2809
71 86 2810
72 84 2811
72 85 2809
73 83 2810
73 84 2811
74 82 2809
74 83 2810
75 81 2811
75 82 2809
76 80 2810
76 81 2811
77 79 2809
77 80 2810
78 79 2811
1 57 2900
1 58 2908
2 56 2909
2 57 2907
3 55 2908
3 56 2909
4 54 2907
4 55 2908
5 53 2909
5 54 2907
6 52 2908
6 53 2909
7 51 2907
7 52 2908
8 50 2909
8 51 2907
9 49 2908
9 50 2909
10 48 2907
10 49 2908
11 47 2909
11 48 2907
12 46 2908
12 47 2909
13 45 2907
13 46 2908
14 44 2909
14 45 2907
15 43 2908
15 44 2909
16 42 2907
16 43 2908
17 41 2909
17 42 2907
18 40 2908
18 41 2909
19 39 2907
19 40 2908
20 38 2909
20 39 2907
21 37 2908
21 38 2909
22 36 2907
22 37 2908
23 35 2909
23 36 2907
24 34 2908
24 35 2909
25 33 2907
25 34 2908
26 32 2909
26 33 2907
27 31 2908
27 32 2909
28 30 2907
28 31 2908
29 30 2909
58 100 2907
59 99 2908
59 100 2909
60 98 2907
60 99 2908
61 97 2909
61 98 2907
62 96 2908
62 97 2909
63 95 2907
63 96 2908
64 94 2909
64 95 2907
65 93 2908
65 94 2909
66 92 2907
66 93 2908
67 91 2909
67 92 2907
68 90 2908
68 91 2909
69 89 2907
69 90 2908
70 88 2909
70 89 2907
71 87 2908
71 88 2909
72 86 2907
72 87 2908
73 85 2909
73 86 2907
74 84 2908
74 85 2909
75 83 2907
75 84 2908
76 82 2909
76 83 2907
77 81 2908
77 82 2909
78 80 2907
78 81 2908
79 80 2909
1 59 3000
1 60 3008
2 58 3009
2 59 3007
3 57 3008
3 58 3009
4 56 3007
4 57 3008
5 55 3009
5 56 3007
6 54 3008
6 55 3009
7 53 3007
7 54 3008
8 52 3009
8 53 3007
9 51 3008
9 52 3009
10 50 3007
10 51 3008
11 49 3009
11 50 3007
12 48 3008
12 49 3009
13 47 3007
13 48 3008
14 46 3009
14 47 3007
15 45 3008
15 46 3009
16 44 3007
16 45 3008
17 43 3009
17 44 3007
18 42 3008
18 43 3009
19 41 3007
19 42 3008
20 40 3009
20 41 3007
21 39 3008
21 40 3009
22 38 3007
22 39 3008
23 37 3009
23 38 3007
24 36 3008
24 37 3009
25 35 3007
25 36 3008
26 34 3009
26 35 3007
27 33 3008
27 34 3009
28 32 3007
28 33 3008
29 31 3009
29 32 3007
30 31 3008
60 100 3009
61 99 3007
61 100 3008
62 98 3009
62 99 3007
63 97 3008
63 98 3009
64 96 3007
64 97 3008
65 95 3009
65 96 3007
66 94 3008
66 95 3009
67 93 3007
67 94 3008
68 92 3009
68 93 3007
69 91 3008
69 92 3009
70 90 3007
70 91 3008
71 89 3009
71 90 3007
72 88 3008
72 89 3009
73 87 3007
73 88 3008
74 86 3009
74 87 3007
75 85 3008
75 86 3009
76 84 3007
76 85 3008
77 83 3009
77 84 3007
78 82 3008
78 83 3009
79 81 3007
79 82 3008
80 81 3009
1 61 3100
1 62 3108
2 60 3109
2 61 3107
3 59 3108
3 60 3109
4 58 3107
4 59 3108
5 57 3109
5 58 3107
6 56 3108
6 57 3109
7 55 3107
7 56 3108
8 54 3109
8 55 3107
9 53 3108
9 54 3109
10 52 3107
10 53 3108
11 51 3109
11 52 3107
12 50 3108
12 51 3109
13 49 3107
13 50 3108
14 48 3109
14 49 3107
15 47 3108
15 48 3109
16 46 3107
16 47 3108
17 45 3109
17 46 3107
18 44 3108
18 45 3109
19 43 3107
19 44 3108
20 42 3109
20 43 3107
21 41 3108
21 42 3109
22 40 3107
22 41 3108
23 39 3109
23 40 3107
24 38 3108
24 39 3109
25 37 3107
25 38 3108
26 36 3109
26 37 3107
27 35 3108
27 36 3109
28 34 3107
28 35 3108
29 33 3109
29 34 3107
30 32 3108
30 33 3109
31 32 3107
62 100 3108
63 99 3109
63 100 3107
64 98 3108
64 99 3109
65 97 3107
65 98 3108
66 96 3109
66 97 3107
67 95 3108
67 96 3109
68 94 3107
68 95 3108
69 93 3109
69 94 3107
70 92 3108
70 93 3109
71 91 3107
71 92 3108
72 90 3109
72 91 3107
73 89 3108
73 90 3109
74 88 3107
74 89 3108
75 87 3109
75 88 3107
76 86 3108
76 87 3109
77 85 3107
77 86 3108
78 84 3109
78 85 3107
79 83 3108
79 84 3109
80 82 3107
80 83 3108
81 82 3109
1 63 3200
1 64 3208
2 62 3209
2 63 3207
3 61 3208
3 62 3209
4 60 3207
4 61 3208
5 59 3209
5 60 3207
6 58 3208
6 59 3209
7 57 3207
7 58 3208
8 56 3209
8 57 3207
9 55 3208
9 56 3209
10 54 3207
10 55 3208
11 53 3209
11 54 3207
12 52 3208
12 53 3209
13 51 3207
13 52 3208
14 50 3209
14 51 3207
15 49 3208
15 50 3209
16 48 3207
16 49 3208
17 47 3209
17 48 3207
18 46 3208
18 47 3209
19 45 3207
19 46 3208
20 44 3209
20 45 3207
21 43 3208
21 44 3209
22 42 3207
22 43 3208
23 41 3209
23 42 3207
24 40 3208
24 41 3209
25 39 3207
25 40 3208
26 38 3209
26 39 3207
27 37 3208
27 38 3209
28 36 3207
28 37 3208
29 35 3209
29 36 3207
30 34 3208
30 35 3209
31 33 3207
31 34 3208
32 33 3209
64 100 3207
65 99 3208
65 100 3209
66 98 3207
66 99 3208
67 97 3209
67 98 3207
68 96 3208
68 97 3209
69 95 3207
69 96 3208
70 94 3209
70 95 3207
71 93 3208
71 94 3209
72 92 3207
72 93 3208
73 91 3209
73 92 3207
74 90 3208
74 91 3209
75 89 3207
75 90 3208
76 88 3209
76 89 3207
77 87 3208
77 88 3209
78 86 3207
78 87 3208
79 85 3209
79 86 3207
80 84 3208
80 85 3209
81 83 3207
81 84 3208
82 83 3209
1 65 3300
1 66 3308
2 64 3309
2 65 3307
3 63 3308
3 64 3309
4 62 3307
4 63 3308
5 61 3309
5 62 3307
6 60 3308
6 61 3309
7 59 3307
7 60 3308
8 58 3309
8 59 3307
9 57 3308
9 58 3309
10 56 3307
10 57 3308
11 55 3309
11 56 3307
12 54 3308
12 55 3309
13 53 3307
13 54 3308
14 52 3309
14 53 3307
15 51 3308
15 52 3309
16 50 3307
16 51 3308
17 49 3309
17 50 3307
18 48 3308
18 49 3309
19 47 3307
19 48 3308
20 46 3309
20 47 3307
21 45 3308
21 46 3309
22 44 3307
22 45 3308
23 43 3309
23 44 3307
24 42 3308
24 43 3309
25 41 3307
25 42 3308
26 40 3309
26 41 3307
27 39 3308
27 40 3309
28 38 3307
28 39 3308
29 37 3309
29 38 3307
30 36 3308
30 37 3309
31 35 3307
31 36 3308
32 34 3309
32 35 3307
33 34 3308
66 100 3309
67 99 3307
67 100 3308
68 98 3309
68 99 3307
69 97 3308
69 98 3309
70 96 3307
70 97 3308
71 95 3309
71 96 3307
72 94 3308
72 95 3309
73 93 3307
73 94 3308
74 92 3309
74 93 3307
75 91 3308
75 92 3309
76 90 3307
76 91 3308
77 89 3309
77 90 3307
78 88 3308
78 89 3309
79 87 3307
79 88 3308
80 86 3309
80 87 3307
81 85 3308
81 86 3309
82 84 3307
82 85 3308
83 84 3309
1 67 3400
1 68 3408
2 66 3409
2 67 3407
3 65 3408
3 66 3409
4 64 3407
4 65 3408
5 63 3409
5 64 3407
6 62 3408
6 63 3409
7 61 3407
7 62 3408
8 60 3409
8 61 3407
9 59 3408
9 60 3409
10 58 3407
10 59 3408
11 57 3409
11 58 3407
12 56 3408
12 57 3409
13 55 3407
13 56 3408
14 54 3409
14 55 3407
15 53 3408
15 54 3409
16 52 3407
16 53 3408
17 51 3409
17 52 3407
18 50 3408
18 51 3409
19 49 3407
19 50 3408
20 48 3409
20 49 3407
21 47 3408
21 48 3409
22 46 3407
22 47 3408
23 45 3409
23 46 3407
24 44 3408
24 45 3409
25 43 3407
25 44 3408
26 42 3409
26 43 3407
27 41 3408
27 42 3409
28 40 3407
28 41 3408
29 39 3409
29 40 3407
30 38 3408
30 39 3409
31 37 3407
31 38 3408
32 36 3409
32 37 3407
33 35 3408
33 36 3409
34 35 3407
68 100 3408
69 99 3409
69 100 3407
70 98 3408
70 99 3409
71 97 3407
71 98 3408
72 96 3409
72 97 3407
73 95 3408
73 96 3409
74 94 3407
74 95 3408
75 93 3409
75 94 3407
76 92 3408
76 93 3409
77 91 3407
77 92 3408
78 90 3409
78 91 3407
79 89 3408
79 90 3409
80 88 3407
80 89 3408
81 87 3409
81 88 3407
82 86 3408
82 87 3409
83 85 3407
83 86 3408
84 85 3409
1 69 3500
1 70 3508
2 68 3509
2 69 3507
3 67 3508
3 68 3509
4 66 3507
4 67 3508
5 65 3509
5 66 3507
6 64 3508
6 65 3509
7 63 3507
7 64 3508
8 62 3509
8 63 3507
9 61 3508
9 62 3509
10 60 3507
10 61 3508
11 59 3509
11 60 3507
12 58 3508
12 59 3509
13 57 3507
13 58 3508
14 56 3509
14 57 3507
15 55 3508
15 56 3509
16 54 3507
16 55 3508
17 53 3509
17 54 3507
18 52 3508
18 53 3509
19 51 3507
19 52 3508
20 50 3509
20 51 3507
21 49 3508
21 50 3509
22 48 3507
22 49 3508
23 47 3509
23 48 3507
24 46 3508
24 47 3509
25 45 3507
25 46 3508
26 44 3509
26 45 3507
27 43 3508
27 44 3509
28 42 3507
28 43 3508
29 41 3509
29 42 3507
30 40 3508
30 41 3509
31 39 3507
31 40 3508
32 38 3509
32 39 3507
33 37 3508
33 38 3509
34 36 3507
34 37 3508
35 36 3509
70 100 3507
71 99 3508
71 100 3509
72 98 3507
72 99 3508
73 97 3509
73 98 3507
74 96 3508
74 97 3509
75 95 3507
75 96 3508
76 94 3509
76 95 3507
77 93 3508
77 94 3509
78 92 3507
78 93 3508
79 91 3509
79 92 3507
80 90 3508
80 91 3509
81 89 3507
81 90 3508
82 88 3509
82 89 3507
83 87 3508
83 88 3509
84 86 3507
84 87 3508
85 86 3509
1 71 3600
1 72 3608
2 70 3609
2 71 3607
3 69 3608
3 70 3609
4 68 3607
4 69 3608
5 67 3609
5 68 3607
6 66 3608
6 67 3609
7 65 3607
7 66 3608
8 64 3609
8 65 3607
9 63 3608
9 64 3609
10 62 3607
10 63 3608
11 61 3609
11 62 3607
12 60 3608
12 61 3609
13 59 3607
13 60 3608
14 58 3609
14 59 3607
15 57 3608
15 58 3609
16 56 3607
16 57 3608
17 55 3609
17 56 3607
18 54 3608
18 55 3609
19 53 3607
19 54 3608
20 52 3609
20 53 3607
21 51 3608
21 52 3609
22 50 3607
22 51 3608
23 49 3609
23 50 3607
24 48 3608
24 49 3609
25 47 3607
25 48 3608
26 46 3609
26 47 3607
27 45 3608
27 46 3609
28 44 3607
28 45 3608
29 43 3609
29 44 3607
30 42 3608
30 43 3609
31 41 3607
31 42 3608
32 40 3609
32 41 3607
33 39 3608
33 40 3609
34 38 3607
34 39 3608
35 37 3609
35 38 3607
36 37 3608
72 100 3609
73 99 3607
73 100 3608
74 98 3609
74 99 3607
75 97 3608
75 98 3609
76 96 3607
76 97 3608
77 95 3609
77 96 3607
78 94 3608
78 95 3609
79 93 3607
79 94 3608
80 92 3609
80 93 3607
81 91 3608
81 92 3609
82 90 3607
82 91 3608
83 89 3609
83 90 3607
84 88 3608
84 89 3609
85 87 3607
85 88 3608
86 87 3609
1 73 3700
1 74 3710
2 72 3711
2 73 3709
3 71 3710
3 72 3711
4 70 3709
4 71 3710
5 69 3711
5 70 3709
6 68 3710
6 69 3711
7 67 3709
7 68 3710
8 66 3711
8 67 3709
9 65 3710
9 66 3711
10 64 3709
10 65 3710
11 63 3711
11 64 3709
12 62 3710
12 63 3711
13 61 3709
13 62 3710
14 60 3711
14 61 3709
15 59 3710
15 60 3711
16 58 3709
16 59 3710
17 57 3711
17 58 3709
18 56 3710
18 57 3711
19 55 3709
19 56 3710
20 54 3711
20 55 3709
21 53 3710
21 54 3711
22 52 3709
22 53 3710
23 51 3711
23 52 3709
24 50 3710
24 51 3711
25 49 3709
25 50 3710
26 48 3711
26 49 3709
27 47 3710
27 48 3711
28 46 3709
28 47 3710
29 45 3711
29 46 3709
30 44 3710
30 45 3711
31 43 3709
31 44 3710
32 42 3711
32 43 3709
33 41 3710
33 42 3711
34 40 3709
34 41 3710
35 39 3711
35 40 3709
36 38 3710
36 39 3711
37 38 3709
74 100 3710
75 99 3711
75 100 3709
76 98 3710
76 99 3711
77 97 3709
77 98 3710
78 96 3711
78 97 3709
79 95 3710
79 96 3711
80 94 3709
80 95 3710
81 93 3711
81 94 3709
82 92 3710
82 93 3711
83 91 3709
83 92 3710
84 90 3711
84 91 3709
85 89 3710
85 90 3711
86 88 3709
86 89 3710
87 88 3711
1 75 3800
1 76 3812
2 74 3813
2 75 3811
3 73 3812
3 74 3813
4 72 3811
4 73 3812
5 71 3813
5 72 3811
6 70 3812
6 71 3813
7 69 3811
7 70 3812
8 68 3813
8 69 3811
9 67 3812
9 68 3813
10 66 3811
10 67 3812
11 65 3813
11 66 3811
12 64 3812
12 65 3813
13 63 3811
13 64 3812
14 62 3813
14 63 3811
15 61 3812
15 62 3813
16 60 3811
16 61 3812
17 59 3813
17 60 3811
18 58 3812
18 59 3813
19 57 3811
19 58 3812
20 56 3813
20 57 3811
21 55 3812
21 56 3813
22 54 3811
22 55 3812
23 53 3813
23 54 3811
24 52 3812
24 53 3813
25 51 3811
25 52 3812
26 50 3813
26 51 3811
27 49 3812
27 50 3813
28 48 3811
28 49 3812
29 47 3813
29 48 3811
30 46 3812
30 47 3813
31 45 3811
31 46 3812
32 44 3813
32 45 3811
33 43 3812
33 44 3813
34 42 3811
34 43 3812
35 41 3813
35 42 3811
36 40 3812
36 41 3813
37 39 3811
37 40 3812
38 39 3813
76 100 3811
77 99 3812
77 100 3813
78 98 3811
78 99 3812
79 97 3813
79 98 3811
80 96 3812
80 97 3813
81 95 3811
81 96 3812
82 94 3813
82 95 3811
83 93 3812
83 94 3813
84 92 3811
84 93 3812
85 91 3813
85 92 3811
86 90 3812
86 91 3813
87 89 3811
87 90 3812
88 89 3813
1 77 3900
1 78 3914
2 76 3915
2 77 3913
3 75 3914
3 76 3915
4 74 3913
4 75 3914
5 73 3915
5 74 3913
6 72 3914
6 73 3915
7 71 3913
7 72 3914
8 70 3915
8 71 3913
9 69 3914
9 70 3915
10 68 3913
10 69 3914
11 67 3915
11 68 3913
12 66 3914
12 67 3915
13 65 3913
13 66 3914
14 64 3915
14 65 3913
15 63 3914
15 64 3915
16 62 3913
16 63 3914
17 61 3915
17 62 3913
18 60 3914
18 61 3915
19 59 3913
19 60 3914
20 58 3915
20 59 3913
21 57 3914
21 58 3915
22 56 3913
22 57 3914
23 55 3915
23 56 3913
24 54 3914
24 55 3915
25 53 3913
25 54 3914
26 52 3915
26 53 3913
27 51 3914
27 52 3915
28 50 3913
28 51 3914
29 49 3915
29 50 3913
30 48 3914
30 49 3915
31 47 3913
31 48 3914
32 46 3915
32 47 3913
33 45 3914
33 46 3915
34 44 3913
34 45 3914
35 43 3915
35 44 3913
36 42 3914
36 43 3915
37 41 3913
37 42 3914
38 40 3915
38 41 3913
39 40 3914
78 100 3915
79 99 3913
79 100 3914
80 98 3915
80 99 3913
81 97 3914
81 98 3915
82 96 3913
82 97 3914
83 95 3915
83 96 3913
84 94 3914
84 95 3915
85 93 3913
85 94 3914
86 92 3915
86 93 3913
87 91 3914
87 92 3915
88 90 3913
88 91 3914
89 90 3915
1 79 4000
1 80 4016
2 78 4017
2 79 4015
3 77 4016
3 78 4017
4 76 4015
4 77 4016
5 75 4017
5 76 4015
6 74 4016
6 75 4017
7 73 4015
7 74 4016
8 72 4017
8 73 4015
9 71 4016
9 72 4017
10 70 4015
10 71 4016
11 69 4017
11 70 4015
12 68 4016
12 69 4017
13 67 4015
13 68 4016
14 66 4017
14 67 4015
15 65 4016
15 66 4017
16 64 4015
16 65 4016
17 63 4017
17 64 4015
18 62 4016
18 63 4017
19 61 4015
19 62 4016
20 60 4017
20 61 4015
21 59 4016
21 60 4017
22 58 4015
22 59 4016
23 57 4017
23 58 4015
24 56 4016
24 57 4017
25 55 4015
25 56 4016
26 54 4017
26 55 4015
27 53 4016
27 54 4017
28 52 4015
28 53 4016
29 51 4017
29 52 4015
30 50 4016
30 51 4017
31 49 4015
31 50 4016
32 48 4017
32 49 4015
33 47 4016
33 48 4017
34 46 4015
34 47 4016
35 45 4017
35 46 4015
36 44 4016
36 45 4017
37 43 4015
37 44 4016
38 42 4017
38 43 4015
39 41 4016
39 42 4017
40 41 4015
80 100 4016
81 99 4017
81 100 4015
82 98 4016
82 99 4017
83 97 4015
83 98 4016
84 96 4017
84 97 4015
85 95 4016
85 96 4017
86 94 4015
86 95 4016
87 93 4017
87 94 4015
88 92 4016
88 93 4017
89 91 4015
89 92 4016
90 91 4017
1 81 4100
1 82 4118
2 80 4119
2 81 4117
3 79 4118
3 80 4119
4 78 4117
4 79 4118
5 77 4119
5 78 4117
6 76 4118
6 77 4119
7 75 4117
7 76 4118
8 74 4119
8 75 4117
9 73 4118
9 74 4119
10 72 4117
10 73 4118
11 71 4119
11 72 4117
12 70 4118
12 71 4119
13 69 4117
13 70 4118
14 68 4119
14 69 4117
15 67 4118
15 68 4119
16 66 4117
16 67 4118
17 65 4119
17 66 4117
18 64 4118
18 65 4119
19 63 4117
19 64 4118
20 62 4119
20 63 4117
21 61 4118
21 62 4119
22 60 4117
22 61 4118
23 59 4119
23 60 4117
24 58 4118
24 59 4119
25 57 4117
25 58 4118
26 56 4119
26 57 4117
27 55 4118
27 56 4119
28 54 4117
28 55 4118
29 53 4119
29 54 4117
30 52 4118
30 53 4119
31 51 4117
31 52 4118
32 50 4119
32 51 4117
33 49 4118
33 50 4119
34 48 4117
34 49 4118
35 47 4119
35 48 4117
36 46 4118
36 47 4119
37 45 4117
37 46 4118
38 44 4119
38 45 4117
39 43 4118
39 44 4119
40 42 4117
40 43 4118
41 42 4119
82 100 4117
83 99 4118
83 100 4119
84 98 4117
84 99 4118
85 97 4119
85 98 4117
86 96 4118
86 97 4119
87 95 4117
87 96 4118
88 94 4119
88 95 4117
89 93 4118
89 94 4119
90 92 4117
90 93 4118
91 92 4119
1 83 4200
1 84 4220
2 82 4221
2 83 4219
3 81 4220
3 82 4221
4 80 4219
4 81 4220
